id,title,all_artists,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,speechiness
2TUN6qyhaEpmBzQIojXJGK,See You Again,Miley Cyrus,2007-01-01,0.692,0.906,9,-5.077,0,0.0104,8.23e-05,0.117,0.81,138.992,190453,4,0.154
4d2hD63oUGU3s7L66JD0BE,Dance Again,Pitbull,2012-07-20,0.792,0.856,11,-5.236,0,0.0159,2.88e-06,0.0981,0.714,127.988,237267,4,0.067
3WsUKVmB9x7MeO8PBeQgtK,It Was Always You,Maroon 5,2015-05-18,0.613,0.765,11,-6.582,1,0.082,1.25e-06,0.092,0.299,103.951,239920,4,0.0441
086Gay8xxH36AfPQQii2er,Big Girls Don't Cry (Personal),Fergie,2006-01-01,0.708,0.641,7,-4.271,1,0.205,0.0,0.0925,0.253,113.082,268120,4,0.0336
46mhKQFeCF19apFS1kdxy3,Blah Blah Blah,3OH!3,2010-02-19,0.75,0.844,10,-3.183,1,0.08,0.000212,0.385,0.504,120.007,172253,4,0.116
2JxftzENN2rhpXxnOmtQBR,My Prerogative,Britney Spears,2004-11-08,0.749,0.938,10,-4.423,0,0.0127,1.96e-06,0.103,0.619,111.014,213893,4,0.118
6RjKVXi31fui9m4dbiGRrL,I Knew You Were Trouble,Taylor Swift,2012-10-22,0.499,0.467,6,-6.744,1,0.00593,1.65e-06,0.0361,0.637,76.76,219720,4,0.0461
72po8JKu6e1hLtQ7kGJPg3,Wish You Were Here,Avril Lavigne,2011-03-04,0.46,0.866,1,-3.864,0,0.0268,0.0,0.19,0.345,165.956,225680,4,0.0559
31JwK4iHCf75rnQWoMPU5t,Talk Dirty (feat. 2 Chainz),2 Chainz,2013-09-10,0.76,0.652,6,-7.321,1,0.0348,0.0,0.307,0.759,100.315,177685,4,0.232
4itkS9rw2pjr9PqnOOhxpb,Breaking Free,Gabriella,2006-01-01,0.583,0.584,0,-6.453,0,0.0374,0.0,0.141,0.345,107.937,209360,4,0.0363
2Qu4snHWjiF1bIIggf3R8i,Crazy Kids,Kesha,2012-11-30,0.742,0.706,0,-4.6,0,0.0141,0.00568,0.133,0.478,128.03,230747,4,0.0433
0moS6k1E4YNbkG4Dxet8ZH,Gotta Go My Own Way,Vanessa Hudgens,2007-01-01,0.432,0.69,9,-4.772,1,0.0927,4.31e-05,0.184,0.264,88.797,222493,4,0.0292
0g31yfQdoNIeOznZRBfaWP,Never Gonna Leave This Bed,Maroon 5,2010,0.608,0.817,11,-4.207,1,0.104,0.0,0.247,0.47,117.367,196707,4,0.0296
3v4yDypfo94dachEvmjQdj,Miss Independent,Kelly Clarkson,2003-09-29,0.656,0.615,11,-6.359,0,0.0769,0.000415,0.0706,0.592,175.943,214773,4,0.137
5kofSEc4sxfuss9ukfSw9L,You're Such A,Hailee Steinfeld,2016-02-26,0.619,0.694,11,-6.279,1,0.00601,2.05e-06,0.38,0.661,176.018,216333,4,0.172
792NyTUEYZD6jPAARVD9s9,We Run The Night,Pitbull,2011-01-01,0.687,0.866,9,-4.346,0,0.00768,0.0,0.37,0.682,127.001,228200,4,0.16
7dVF4ntkKdoynV9fq6o2Zj,Leave (Get Out) - Radio Edit,JoJo,2005-09-30,0.656,0.513,5,-8.691,1,0.156,6.45e-05,0.0763,0.464,86.891,242747,4,0.253
3KwwE4sgCzMaKWq6QBebmX,Me Too,Meghan Trainor,2017-05-12,0.934,0.694,11,-5.849,0,0.0971,1.2e-06,0.477,0.833,123.831,181240,4,0.101
3T6DY7gUqGCcHG6HON54Ex,The Best of Both Worlds,Hannah Montana,2011-01-01,0.675,0.848,1,-4.006,1,0.0417,0.0,0.0496,0.723,124.052,175733,3,0.0505
1QYVPr5QVAYaZfK05OyqtB,Made In The USA,Demi Lovato,2013-01-01,0.456,0.862,8,-3.878,1,0.000945,0.0,0.318,0.608,87.338,196093,4,0.0484
3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,Kylie Minogue,2001-10-01,0.766,0.563,9,-7.516,0,0.0263,0.683,0.115,0.964,126.007,230640,4,0.0339
5s5t0OFg9lIlBFaCI14K1i,She Will Be Loved,Maroon 5,2002-06-25,0.524,0.711,0,-5.494,0,0.0567,0.0,0.134,0.539,203.867,257133,4,0.0405
0uIGzK6ukV0A5yWoCxPkRL,California King Bed,Rihanna,2010-11-16,0.467,0.586,7,-3.942,1,0.218,0.0,0.12,0.318,169.93,251613,4,0.0357
0nptztrnlLzRGjpnciHu8p,Hoedown Throwdown,Miley Cyrus,2009-01-01,0.74,0.801,10,-6.022,0,0.208,0.0,0.14,0.785,109.021,182027,4,0.0617
0pJR2HTC5ZPJtqOF2wNtSY,Alice - Extended Version,Avril Lavigne,2011-03-04,0.54,0.848,0,-4.442,1,0.0441,0.000223,0.162,0.154,119.002,300920,4,0.076
1wYJnu1hMrYMNrkXKTVrYd,Gives You Hell,The All-American Rejects,2008-01-01,0.718,0.691,4,-6.44,1,0.0159,0.0,0.0627,0.552,100.008,213107,4,0.0387
1aKsg5b9sOngINaQXbB0P7,Love Me Harder,The Weeknd,2014-08-22,0.472,0.714,1,-4.389,0,0.00937,0.0,0.0764,0.24,98.992,236133,4,0.0334
18AJRdgUoO9EYn11N7xzaT,Habits (Stay High),Tove Lo,2014-09-24,0.733,0.65,5,-3.539,1,0.0703,6.59e-05,0.0829,0.348,110.003,209160,4,0.0315
4lAdOkj9Pj1952EYIKZmxg,C'Mon,Kesha,2012-11-30,0.558,0.781,1,-5.448,0,0.00657,0.00144,0.102,0.286,126.025,214333,4,0.0963
7CHIJREUYyM7vndBQE6iMy,Mr. Know It All,Kelly Clarkson,2011-10-24,0.676,0.807,5,-5.131,1,0.0284,0.0,0.0701,0.443,95.956,232520,4,0.029
20tIbvvgVmjQqm8oFj9LNV,Get Back,Demi Lovato,2008-01-01,0.558,0.849,0,-3.613,1,0.00516,0.0,0.0411,0.694,151.931,200213,4,0.103
33YnnNdQxlkvZ8H7vc2EmW,Yeah 3x,Chris Brown,2011-04-04,0.705,0.882,11,-3.201,0,0.000369,1.16e-06,0.0934,0.7,130.0,241667,4,0.0445
6HOZOj2MZQXrdZXh2s12cQ,Runaway,Maroon 5,2010,0.662,0.842,11,-3.696,0,0.0092,0.0,0.152,0.588,99.983,181200,4,0.0302
76KS0hAqDp2cHnpwlBDUPO,Let's Get Crazy,Hannah Montana,2011-01-01,0.724,0.915,7,-3.673,1,0.00253,9.6e-05,0.341,0.846,124.984,156893,4,0.0478
6z5Yh7kOKeLjqIsNdokIpU,A Thousand Years,Christina Perri,2011-11-04,0.421,0.407,10,-7.445,1,0.309,0.000961,0.11,0.161,139.028,285120,3,0.0267
55h7vJchibLdUkxdlX3fK7,Treasure,Bruno Mars,2012-12-07,0.874,0.692,5,-5.28,0,0.0412,7.24e-05,0.324,0.937,116.017,178560,4,0.0431
2VZ5Vtjn16RThAvaFz3sJZ,Get Outta My Way,Kylie Minogue,2010-06-30,0.581,0.907,6,-4.844,0,0.019,0.00988,0.312,0.608,127.982,218160,4,0.0651
70ebKSMHvkUSg7JXgUz74Q,Break the Rules,Charli XCX,2015-02-09,0.676,0.926,0,-2.244,0,0.0305,0.000658,0.0771,0.818,124.019,203908,4,0.0425
4Tf94tAHtlQxjbeeyU3y7C,Beautiful Girls - Radio Edit,Sean Kingston,2007-08-31,0.764,0.65,1,-6.114,0,0.169,0.0,0.298,0.766,130.021,225373,4,0.0673
4DF1j2aUCXLphMkCHzZ5eJ,Wait A Minute,Timbaland,2005-01-01,0.869,0.842,8,-5.213,1,0.0486,5.32e-05,0.33,0.971,136.452,221947,4,0.0484
50yHVBbU6M4iIfqBI1bxWx,Rumour Has It,Adele,2011-01-19,0.612,0.748,0,-5.014,1,0.617,0.0,0.167,0.574,120.052,223267,4,0.0445
7cNV45H5hx4QRlA0ddlsTx,Falling Down,Selena Gomez & The Scene,2010-01-01,0.58,0.898,0,-3.517,1,0.000149,7.08e-06,0.359,0.807,140.014,184680,4,0.0828
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,2013-08-30,0.422,0.264,8,-7.064,1,0.922,0.0,0.132,0.331,119.93,269560,4,0.0322
6Gsc7sbHZLx2kS4QyIzrlK,Ur So Gay,Katy Perry,2008-06-17,0.647,0.883,4,-4.263,0,0.0401,1.45e-06,0.117,0.587,78.984,217427,4,0.052
4a32Q7bRtWDGSEMbyWKIlj,Me & The Rhythm,Selena Gomez,2015-10-09,0.711,0.736,7,-5.959,1,0.00315,0.000637,0.0731,0.717,106.01,213427,4,0.104
55VzNhbcf0Gxf6qRCUAV01,Little Bad Girl (feat. Taio Cruz & Ludacris),Taio Cruz,2012-12-07,0.668,0.829,11,-2.748,0,0.00572,0.0,0.358,0.648,127.0,192276,4,0.0334
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,Daya,2016-02-05,0.532,0.869,11,-5.094,1,0.157,0.00508,0.136,0.422,159.803,208373,4,0.172
4fs51wRnDJo4XrRdk6h0GD,Mmm Yeah (feat. Pitbull),Pitbull,2014-05-27,0.712,0.922,6,-3.902,0,0.00266,1.9e-06,0.268,0.976,125.984,231625,4,0.0411
7AzuAVNOs7yg0BozFJF09p,If I'm Dancing,Britney Spears,2016-08-26,0.807,0.859,8,-5.526,1,0.0593,0.00127,0.0277,0.707,124.011,204440,4,0.0633
4IqcDJPzDL8Hq8KwAX4jUE,human,Christina Perri,2014-03-28,0.439,0.489,8,-6.286,1,0.132,0.000643,0.114,0.253,143.808,250707,4,0.0368
1ScZY21nD9PLRjJwwoZjto,Supergirl,Hannah Montana,2011-01-01,0.736,0.896,10,-3.028,1,0.0214,0.0,0.0484,0.794,135.991,176227,4,0.0658
3EQ3xbQizgROebPrp8mDf3,Make It Shine (Victorious Theme) (feat. Victoria Justice),Victoria Justice,2010-04-13,0.53,0.931,5,-3.006,1,0.000212,0.0,0.0805,0.491,137.008,187292,4,0.0521
2gb3LX47IzUuq5Qdlp1kOF,Mean,Taylor Swift,2010-10-25,0.57,0.747,4,-3.978,1,0.445,0.0,0.219,0.808,164.004,237747,4,0.0426
6y97Nhz14Ji8Rlv0wAcHcV,Watch Me,Cast of Shake It Up: Break It Down,2011-01-01,0.709,0.695,0,-4.572,1,0.00213,0.00542,0.0869,0.636,124.974,177000,4,0.0679
1YWcXXZ1pWCZEd8e027Soy,Anything Could Happen,Ellie Goulding,2012-01-01,0.703,0.784,0,-4.057,1,0.397,0.0,0.139,0.378,103.024,286322,4,0.0305
5vd5Xnm203ZmzulaK49zJw,Dancing On My Own,Robyn,2010-06-11,0.687,0.865,6,-4.663,1,0.0743,0.225,0.0966,0.261,117.015,288670,4,0.0349
1D1nixOVWOxvNfWi0UD7VX,Unwritten,Natasha Bedingfield,2004-09-06,0.706,0.8,5,-6.333,1,0.00584,0.0,0.0822,0.629,100.011,259333,4,0.0399
6wgQdBucsTofex57f3Rxnz,Fabulous,Ryan,2007-01-01,0.826,0.758,8,-5.179,1,0.196,0.0,0.0337,0.707,131.999,182000,4,0.152
6jMw916p6AcxnVQ9n4kbsy,Imma Be,Black Eyed Peas,2009-01-01,0.597,0.517,0,-6.963,1,0.179,0.0,0.307,0.412,92.035,257560,4,0.365
1AguHaKOuggrVTebp7cZEI,Stereo Love - Radio Edit,Vika Jigulina,2010-02-02,0.799,0.783,1,-3.896,0,0.0346,0.0186,0.0757,0.586,127.041,184573,4,0.0322
3c7MNgwEBQTnrOWLjU1DHq,I'm Out (feat. Nicki Minaj),Nicki Minaj,2013-07-05,0.737,0.723,0,-5.834,1,0.0864,4.47e-06,0.522,0.555,148.113,241613,4,0.261
1tUZuzk3VWfwthENg42LEF,Don't Forget,Demi Lovato,2008-01-01,0.606,0.432,4,-7.735,1,0.472,0.0,0.629,0.641,179.923,223160,4,0.0973
3EDS89HeAhHiZKlljciK0a,Push The Button,Sugababes,2005,0.962,0.66,8,-5.096,1,0.0485,0.0,0.076,0.814,126.016,218093,4,0.061
4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,Hayley Williams,2014-01-01,0.596,0.738,8,-3.109,1,0.109,0.0,0.0947,0.461,127.961,217347,4,0.0411
2XV6zzOLvKsNhyBBnDcKrA,Sori,Vesala,2014-11-07,0.597,0.879,5,-4.889,0,0.00669,0.00553,0.363,0.296,170.07,185867,4,0.0769
766RKRQ1ZJjmdBQ9y54HKj,Animals - Original Mix,Martin Garrix,2013-10-08,0.674,0.866,1,-6.384,1,0.00138,0.699,0.383,0.0376,128.012,304240,4,0.0386
31QRCKy7JIwPBaQl9ArGBz,Who's Laughing Now,Jessie J,2011-01-01,0.785,0.841,1,-4.041,1,0.00453,2.97e-05,0.104,0.482,100.034,234880,4,0.189
5aCXn0FoBsHBXUZgqEqYo8,Here We Go Again,Demi Lovato,2009-01-01,0.584,0.928,5,-5.253,1,0.00435,0.0,0.179,0.673,142.041,226253,4,0.0398
4eXytQhwo6IxyPpK7DHUUe,Feelings,Maroon 5,2015-05-18,0.693,0.727,10,-5.364,0,0.00365,0.0,0.0576,0.746,121.937,194773,4,0.0749
3TNnaCW0kIqtKYVBgZd16b,Break Your Heart Right Back,Childish Gambino,2014-08-22,0.726,0.605,6,-5.673,1,0.0113,0.0,0.0639,0.588,93.93,253387,4,0.0628
2rsjucDgwo0boCzEXcZZpX,Entä sä (feat. Gracias),Gracias,2017-01-28,0.857,0.692,1,-5.813,1,0.123,9.1e-06,0.0903,0.413,141.029,216277,4,0.169
5j71tLodg15B8wgxScb6HY,SLIM MILL - KESÄFLOW,Slim Mill,2016-10-29,0.884,0.415,8,-9.064,1,0.0644,0.0139,0.119,0.282,93.982,164398,4,0.0716
2VQV6eEOwvlM5aGQDK0axq,xDlsd (feat. Mahku),Mahku,2017-02-08,0.911,0.381,9,-15.201,1,0.226,9.88e-06,0.314,0.334,102.025,195334,4,0.156
0chFcp7zVMi1ru2zSBYwze,Kakkuu Järvellä,Portion Boys,2017-06-19,0.764,0.743,1,-4.241,1,0.00411,0.00779,0.293,0.895,118.003,205932,4,0.0336
5fB7KNzDNtTLWAa6D2zcBJ,Juna,Tasis,2017-06-16,0.793,0.93,11,-4.138,0,0.512,9.84e-05,0.27,0.843,124.982,192183,4,0.0884
1CBSDY2q7KOw8gIWaTp7MW,Hukas,Skandaali,2017-04-26,0.819,0.769,7,-4.953,1,0.186,0.0,0.086,0.513,130.083,257192,4,0.127
1iC42jKpHz4EcXeovpYzR7,Summer Is Crazy,Alexia,2008-03-16,0.656,0.802,7,-10.247,1,0.00268,0.197,0.0647,0.597,139.98,261493,4,0.0291
3N5i2RnZyjx9PYQhkl5tR0,Ingalsin Laura,Maija Vilkkumaa,2001,0.434,0.829,4,-4.68,0,0.00458,1.03e-05,0.208,0.695,151.859,199640,4,0.0441
0UlHiqi7seV02XNHLMtfGK,Turn Up the Music,Chris Brown,2012-06-29,0.594,0.841,1,-5.792,1,0.000238,2.22e-06,0.156,0.643,129.925,227973,4,0.102
1wPP7abk9LbdwWkRi1UoSp,M.I.L.F. $,Fergie,2016-07-01,0.773,0.706,0,-5.709,1,0.00538,0.0148,0.0208,0.693,160.912,162365,4,0.0999
3btQ3ZyrZc6iZ8q31gmLu4,Luonasi,Aste,2017-06-16,0.613,0.836,1,-4.828,0,0.0196,0.0,0.135,0.516,150.015,197754,4,0.209
5aFQU3VPCQ3YGfKBA4tLfj,1-800-273-8255,Khalid,2017-05-05,0.627,0.572,5,-7.738,0,0.568,1.52e-06,0.198,0.361,100.041,250173,4,0.0373
0XLOf9LhyazPX9Ld8jPiUq,Fetish (feat. Gucci Mane),Gucci Mane,2017-07-13,0.708,0.61,2,-4.522,1,0.0204,4.45e-06,0.0641,0.305,123.038,186113,4,0.0574
3bmNdYIlvwzzJ0Z36oQoJo,Maija,Kliff,2014-05-26,0.668,0.817,1,-4.815,0,0.183,0.0,0.772,0.532,128.009,176813,4,0.0452
6jQmNNYObaFU2cYx1TA7ig,Kauneinta,Kymppilinja,2016-05-13,0.819,0.822,0,-4.52,1,0.0109,0.0,0.047,0.892,120.126,201520,4,0.151
63Hcp32nBv3Xzf5iKNuHy0,HUUMETUKKA,OG Ulla-Maija,2017-05-18,0.898,0.644,6,-6.148,1,0.0845,0.0,0.132,0.303,105.003,234190,4,0.13
34kd2B1N8nrH6oBmnEr8V4,#Elämänpeli (feat. Touko),Touko,2017-06-30,0.68,0.679,5,-7.759,0,0.102,0.000581,0.265,0.683,107.344,211771,4,0.218
2d8EquHi6gIpwknkCPSCKm,Se oikea,Jenni Vartiainen,2017-07-05,0.495,0.765,0,-5.541,1,0.109,0.0,0.149,0.766,181.972,195837,4,0.198
6C4Ln9FcD2GXQ8QSUQpncZ,Kupla,Kalle Lindroth,2017-06-29,0.775,0.506,1,-8.494,1,0.196,0.0,0.103,0.822,90.058,168409,4,0.0729
2UU9ywqY86wdI6GTnRHlhg,Tyynysotaa,Ida Paul,2017-05-26,0.785,0.661,9,-4.718,1,0.186,0.0,0.268,0.723,123.059,205663,4,0.0591
2AeMQ7G8313RP8KrC3ot4v,We Don't Belong,Haneri,2017-07-07,0.613,0.74,8,-2.326,1,0.137,0.0,0.324,0.306,127.955,186364,4,0.0474
7aF09WaavZAmAWuUeYxlYD,Rich Love (with Seeb),Seeb,2017-07-14,0.593,0.868,1,-3.573,0,0.183,0.0,0.365,0.496,104.988,201257,4,0.295
2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,Willy William,2017-06-30,0.543,0.677,11,-4.915,0,0.0148,6.21e-06,0.13,0.294,103.809,189440,4,0.0993
5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav,2017-06-30,0.893,0.745,11,-3.105,0,0.0642,0.0,0.0943,0.872,101.018,223413,4,0.0571
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,2000-10-24,0.556,0.864,3,-5.87,0,0.00958,0.0,0.209,0.4,105.143,216880,4,0.0584
1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),Bryson Tiller,2017-06-22,0.671,0.672,0,-3.094,0,0.0329,0.0,0.118,0.632,97.979,204173,4,0.0688
7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Digital Farm Animals,2017-07-21,0.683,0.53,5,-4.918,0,0.207,0.0,0.394,0.645,75.016,190428,4,0.142
0XfOi87h82i09rQjWYG0Bm,Instruction (feat. Demi Lovato & Stefflon Don),Stefflon Don,2017-06-16,0.767,0.934,4,-3.057,0,0.104,0.0,0.0835,0.895,121.069,165467,4,0.195
0UMaKcS7dY70v8uupjIdaq,Taivas ei oo rajana,Mikko Harju,2017-06-15,0.645,0.702,5,-5.887,1,0.0893,0.0,0.196,0.411,105.996,186001,4,0.0255
0tKcYR2II1VCQWT79i5NrW,Thunder,Imagine Dragons,2017-06-23,0.6,0.81,0,-4.749,1,0.00683,0.21,0.155,0.298,167.88,187147,4,0.0479
0Ev8HCcDuVyo6Z0OqWS7cM,Koukkuun,Ilta,2017-07-05,0.772,0.578,10,-6.85,0,0.0629,0.0,0.476,0.875,98.066,173254,4,0.0631
5dwxmp5425KCrP32Ys6U1a,Kaija,Kasmir,2017-05-24,0.682,0.593,5,-7.166,0,0.0407,0.0,0.385,0.714,98.034,219097,4,0.0537
104buTcnP2AsxqB7U1FIZ4,Heavy (feat. Kiiara),Kiiara,2017-05-19,0.59,0.671,9,-6.098,1,0.0484,0.0,0.0604,0.438,149.982,169801,4,0.0706
4kfm1uI9QGaoN9qm6CkAMn,What I've Done,Linkin Park,2007-05-11,0.623,0.93,5,-5.285,1,0.0141,1.64e-06,0.138,0.287,120.119,205613,4,0.0324
1RDC0WTDUtjLqoO3C82JsQ,Let's Get Ridiculous,Redfoo,2013-01-01,0.651,0.938,5,-0.418,0,0.147,0.0,0.0755,0.665,127.993,215573,4,0.072
2ZAOEPkOeZTGsjGHWyCThc,Cola Song (feat. J Balvin),J Balvin,2014-04-15,0.793,0.896,7,-3.072,1,0.0136,1.08e-05,0.105,0.842,125.063,198246,4,0.0417
77Jo0LLt7KmCshe4WOazYx,Juicy Wiggle,Redfoo,2016-03-18,0.732,0.963,0,-3.072,1,0.142,3.79e-05,0.0942,0.735,128.035,231562,4,0.0593
3TB63NaVArJdHdLoggGanz,Purppura,Kube,2015-12-04,0.593,0.592,8,-6.562,0,0.129,9.29e-06,0.108,0.0413,169.942,180706,4,0.167
7gyq6Ep8bTIQ7ZuuqaqA57,Duuni,Mäkki,2015-12-04,0.816,0.742,4,-8.018,0,0.00623,0.0,0.453,0.478,96.0,225001,4,0.267
0p5DB6pQNQMduxg2X2a16q,Vesa Keskinen,Dosdela,2017-06-15,0.869,0.521,1,-7.183,1,0.0348,0.0,0.298,0.481,138.039,230000,4,0.111
7jHzO2EPJzt1JgHQ80aRu0,Such A Boy,Astrid S,2017-06-30,0.659,0.781,6,-5.143,0,0.0573,2.06e-06,0.0832,0.458,94.98,210680,4,0.122
0zmMHFYIuqJhYgb4wqOxnH,F*cked It Up,LCMDF,2017-06-30,0.633,0.867,7,-4.389,1,0.0181,0.00085,0.0777,0.226,125.026,185644,4,0.0422
1Bqxj0aH5KewYHKUg1IdrF,Some Kind Of Drug (feat. Marc E. Bassy),Marc E. Bassy,2015-12-04,0.634,0.525,0,-8.968,1,0.0705,0.0,0.0729,0.49,130.271,222467,4,0.47
60GxnH4pbnMpxf3UFsV972,Sä Et Oo Mun Veli,Mikael Gabriel,2017-07-21,0.759,0.822,0,-6.866,0,0.529,0.0,0.0873,0.819,125.053,136853,4,0.458
22S5BO6h7JIOjg2Uw88l8e,How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,Boombox Cartel,2016-05-27,0.548,0.895,9,-1.988,0,0.11,0.0,0.0816,0.682,150.122,168200,4,0.102
3HVr6jTVwBHBa2flM0eURR,Glorious (feat. Skylar Grey),Skylar Grey,2017-06-15,0.731,0.794,0,-5.126,0,0.0323,2.59e-05,0.112,0.356,139.994,220454,4,0.0522
1MxpgEHf6IHFa340qdeMyK,Fabulous,Nelli Matula,2017-06-16,0.801,0.864,5,-4.687,0,0.15,0.000164,0.257,0.92,124.988,210195,4,0.061
1OvcPn77D4iPKmUFdsIUkG,Party's Over,Astrid S,2017-06-30,0.632,0.517,7,-7.852,0,0.384,0.0,0.497,0.594,122.846,197147,4,0.0864
2NBCCJx48qVAJQJwdRqjUy,Fresh Air,Future,2017-06-26,0.817,0.526,0,-7.426,0,0.0223,0.0,0.192,0.419,125.014,270823,4,0.127
0nhBKubnVz9yFNNprBniWz,YOUTH,Troye Sivan,2015-12-09,0.628,0.737,7,-4.437,1,0.0625,0.0,0.0777,0.592,91.507,185194,4,0.041
5lMgUPtlARalVIGxl0xE3J,FOOLS,Troye Sivan,2015-12-09,0.292,0.678,10,-5.595,1,0.192,0.0,0.146,0.365,87.436,220403,4,0.0724
0xexXKZ1CAIrNHhTUX5Qkh,WILD,Alessia Cara,2015-12-09,0.622,0.807,0,-5.1,0,0.0916,0.0,0.205,0.516,93.962,219492,4,0.0784
6LteLVcW0oWLjuW6nePyWb,The Fault in Our Stars,Troye Sivan,2013-05-05,0.481,0.179,3,-21.424,1,0.613,2.84e-05,0.145,0.405,74.85,187195,4,0.109
65KDcMUXu2qWNPZogZypdn,Gorilla (feat. Mahku),Mahku,2017-01-23,0.917,0.657,9,-8.947,0,0.15,0.00195,0.153,0.759,130.071,162691,4,0.182
3qKGvSu1inEZKwYQnMavNA,Smack That,Eminem,2006,0.94,0.743,5,-5.166,0,0.317,0.0,0.0909,0.932,118.988,212360,4,0.0475
5rOOjGQLkVdbyMnlu96KFP,Leposyke 300,Mouhous,2017-04-19,0.933,0.741,2,-5.055,1,0.214,5.15e-05,0.0704,0.873,117.988,212474,4,0.0719
4BxHfA1dWlOJ66dKvAdQPr,Eikö Sua Hävetä,Tuure Boelius,2017-08-11,0.8,0.569,0,-3.838,1,0.107,0.0,0.0369,0.76,147.04,170079,4,0.0699
6bjQXLHkAMGq9Yjh6oIPzd,EYO (feat. Nelli Matula),Nelli Matula,2017-07-28,0.588,0.808,6,-4.809,1,0.0078,0.0,0.32,0.339,94.974,219828,4,0.0318
1TfT4AtYSreDh4AcOmyq5D,Pane mut sekasin,Aleksanteri Hakaniemi,2017-08-11,0.78,0.904,10,-5.025,0,0.056,0.0,0.0482,0.964,139.988,192569,4,0.0707
5HZD8QOz81tfGFcYsZK4hR,Vaikee Mut Oikee,Nikke Ankara,2017-08-11,0.621,0.701,5,-4.436,0,0.0972,0.0,0.359,0.692,177.89,178811,4,0.239
65hd7jI2WF1b6PzgwoFmdW,Pipefest (feat. Paleface),Paleface,2017-08-04,0.627,0.928,4,-3.988,0,0.0253,0.0,0.755,0.552,95.096,231618,4,0.303
6WbADFqMvR8N5u0BvtsWQE,Without You (feat. Sandro Cavazza),Sandro Cavazza,2017-08-10,0.652,0.855,2,-4.832,1,0.00179,0.0,0.0404,0.279,134.009,181673,4,0.0441
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,2017-06-02,0.762,0.7,9,-6.021,0,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,0.0694
7hKCRtqxzzXkYfEjmlN2cP,xDlsd Juna (feat. Jedidi & Mahku),Mahku,2017-07-09,0.899,0.675,8,-8.94,1,0.587,1.15e-06,0.126,0.618,101.998,134467,4,0.0835
2uDai8ALlgyKms9i38U7tF,Takaperin (feat. Mahku),Mahku,2017-07-17,0.84,0.617,1,-9.218,1,0.0352,0.086,0.187,0.329,159.947,143686,5,0.294
6r4SxgyJdj0H1DsOFLqRld,Katarina (feat. Mahku),Mahku,2017-03-15,0.936,0.372,8,-23.212,0,0.283,1.1e-05,0.0869,0.833,119.991,148600,4,0.314
3v2fhdnpXR619UNemh73sg,Jumis Hissis (feat. Mahku),Mahku,2017-06-23,0.893,0.635,0,-7.714,1,0.0638,0.000121,0.0814,0.489,121.94,126626,4,0.0457
4pXBId1q5rr0Har6Vs5wQK,Ajax (feat. Mahku),Mahku,2017-04-24,0.901,0.824,1,-7.031,1,0.135,0.000896,0.139,0.232,125.026,123428,4,0.0734
7iPHRQ1GYYdiwdtmDlk2Yb,Vitamiini (feat. Fatboy L & Young Manager),Young Manager,2017-03-04,0.88,0.458,1,-8.575,1,0.103,2.12e-06,0.127,0.0574,104.998,145631,4,0.0565
2ujAaudSk8srIFa81oLuSZ,"Pullopantti (feat. Lännen Liinein, Kielijuhani, Alis, Mvd Jeyson, Asap Vergi & Vaahteramäen Nege)",Vaahteramäen Nege,2016-12-14,0.837,0.717,11,-8.6,1,0.0654,3.71e-05,0.0654,0.944,150.045,249600,4,0.0941
1kqOLXTG87goNN5GvrjDit,Tuplapotti,Slim Mill,2017-02-08,0.936,0.669,10,-6.566,1,0.127,0.0,0.392,0.641,131.021,128793,4,0.144
1tTVY3pveEQvrjWbOdGEvW,Kebab (feat. Fatboy L & Asap Vergi),Asap Vergi,2017-08-24,0.878,0.648,0,-7.275,1,0.146,0.00462,0.187,0.783,120.046,157567,4,0.159
6VroMpnh3Cnrvo00j5auIR,Nacci,Slim Mill,2017-06-30,0.858,0.585,1,-6.156,1,0.12,3.18e-06,0.107,0.587,123.022,109242,4,0.077
1NkHBwVyqMeFfJo45Owt0o,Ugly God (feat. Mahku),Mahku,2017-06-30,0.673,0.36,1,-15.588,1,0.478,0.00716,0.327,0.164,71.902,128015,4,0.255
7dAaHdENxmH6muAVTTVRiH,Slim Mill - Kananuudeli,Lil Sage x JustSeAbu x MVD J€¥$ON,2016-08-03,0.884,0.754,1,-7.866,1,0.0455,0.142,0.257,0.764,129.995,166230,4,0.0472
